     0   -5.000000E-01    4.254254E-03    4.254254E-03    0.000000E+00 
     1   -4.989990E-01    5.199199E-03    5.199199E-03    0.000000E+00 
     2   -4.979980E-01    5.991992E-03    5.991992E-03    0.000000E+00 
     3   -4.969970E-01    6.560561E-03    6.560561E-03    0.000000E+00 
     4   -4.959960E-01    6.856857E-03    6.856857E-03    0.000000E+00 
     5   -4.949950E-01    6.856857E-03    6.856857E-03    0.000000E+00 
     6   -4.939940E-01    6.560561E-03    6.560561E-03    0.000000E+00 
     7   -4.929930E-01    5.991992E-03    5.991992E-03    0.000000E+00 
     8   -4.919920E-01    5.199199E-03    5.199199E-03    0.000000E+00 
     9   -4.909910E-01    4.254254E-03    4.254254E-03    0.000000E+00 
    10    8.909335E-03    4.254254E-03   -2.117802E+03    5.897153E+02 
    11    9.910336E-03    5.201201E-03   -2.338932E+03    5.897153E+02 
    12    1.091134E-02    6.010010E-03   -2.225320E+03    5.897153E+02 
    13    1.191234E-02    6.632633E-03   -1.830474E+03    5.897153E+02 
    14    1.291334E-02    7.057057E-03   -1.290846E+03    5.897153E+02 
    15    1.391434E-02    7.307307E-03   -7.856388E+02    5.897153E+02 
    16    1.491534E-02    7.435435E-03   -4.154437E+02    5.897153E+02 
    17    1.591634E-02    7.489489E-03   -1.742825E+02    5.897153E+02 
    18    1.691734E-02    7.505506E-03   -4.368136E+01    5.897153E+02 
    19    1.791834E-02    7.507508E-03    7.507507E-03    5.897153E+02 
    20    1.891935E-02    7.507508E-03    7.507508E-03    5.897153E+02 
    21    1.992035E-02    7.507508E-03    7.507508E-03    5.897153E+02 
    22    2.092135E-02    7.507508E-03    7.507508E-03    5.897153E+02 
    23    2.192235E-02    7.507508E-03    7.507508E-03    5.897153E+02 
    24    2.292335E-02    7.507508E-03    7.507508E-03    5.897153E+02 
    25    2.392435E-02    7.507508E-03    7.507508E-03    5.897153E+02 
    26    2.492535E-02    7.507508E-03    7.507508E-03    5.897153E+02 
    27    2.592635E-02    7.507508E-03    7.507507E-03    5.897153E+02 
    28    2.692735E-02    7.507508E-03    7.507507E-03    5.897153E+02 
    29    2.792835E-02    7.507508E-03    7.507507E-03    5.897153E+02 
